省份编码,省份,年份,小学生师比(教师人数=1),初中生师比(教师人数=1),普通高中生师比(教师人数=1),职业高中生师比(教师人数=1),普通中专生师比(教师人数=1),普通高校生师比(教师人数=1),本科院校生师比(教师人数=1),专科院校生师比(教师人数=1)
420000,湖北省,2012,17.04,11.16,15.16,,,17.76,,
420000,湖北省,2011,19.3658025876182,13.2259762143945,16.3696606058907,25.7902669329944,29.0869771863118,17.5343304982566,17.6247625365618,17.31
420000,湖北省,2010,18.64,13.91,17.4,30.06,32.18,17.82,17.71,18.13
420000,湖北省,2009,18.1273790542313,14.7100807907284,18.1770165277582,29.0488352511928,36.8542323041378,17.51,17.24,18.22
420000,湖北省,2008,17.917241105306,15.9548233488814,18.8285478265824,31.7231399667051,36.7013152528548,17.3,17.15,17.72
420000,湖北省,2007,18.0744366736783,17.0491718086409,19.1136402877698,33.1275898242853,33.8422807784824,17.81,17.94,17.6
420000,湖北省,2006,18.69,17.97,19.79,28.87,33.68,17.79,17.33,18.56
420000,湖北省,2005,19.8981005410468,18.7738626226583,20.0904350255304,24.00756260848,30.0195797516714,17.5055484421682,18.000517638533,16.4186416595624
420000,湖北省,2004,21.4170082475435,19.629888676882,19.8454271223522,22.3020315385708,25.6590630596663,16.86,17.67,14.72
420000,湖北省,2003,,,,,,,,
420000,湖北省,2002,,,,,,,,
420000,湖北省,2001,,,,,,,,
420000,湖北省,2000,,,,,,,,
430000,湖南省,2019,18.42,13.65,14.48,,,18.01,,
430000,湖南省,2018,19.01,13.71,14.7,,,18.18,,
430000,湖南省,2017,19.24,13.38,15.12,,,18.37,,
430000,湖南省,2016,19.778301106,13.2946378464,15.3552312783,,,17.75,,
430000,湖南省,2015,19.623860466,13.2204238119,15.3441494452,,,18.9885652502,,
430000,湖南省,2014,19.0973770545,12.9720843818,15.4400151916,,,18.9466419887,,
430000,湖南省,2013,18.9955943201244,12.6764926852065,15.4411747256007,,,18.57,,
430000,湖南省,2012,19.19,12.33,15.3,,,18.64,,
430000,湖南省,2011,19.5862910603077,12.4804693584396,15.0079050213169,21.0106198107743,59.1203051643192,18.4181233674905,18.297238218357,18.61
430000,湖南省,2010,19.16,12.45,15.02,22.02,31.54,18.01,18.05,17.95
430000,湖南省,2009,18.738521758233,12.306391700492,15.2797478895078,24.5475614763447,32.775468975469,18.07,17.96,18.22
430000,湖南省,2008,18.3208620903253,12.3445621509586,16.4645557590866,24.0696040005406,48.7697694776773,17.68,17.59,17.82
430000,湖南省,2007,17.7941470595294,12.5583587001696,17.8091053986677,24.066367154486,54.5116160326781,17.56,17.34,17.96
430000,湖南省,2006,17.34,13.54,18.78,22.26,57.49,18.66,17.75,19.78
430000,湖南省,2005,17.0585505785984,15.3916978162502,19.2979480124115,22.0946803039826,53.8991876692356,16.8363477928206,18.307432184077,14.81960191484
430000,湖南省,2004,17.4175320622521,17.7723859186406,19.0909863536505,20.4423500029732,45.8437150317046,16.97,18.36,14.74
430000,湖南省,2003,,,,,,,,
430000,湖南省,2002,,,,,,,,
430000,湖南省,2001,,,,,,,,
430000,湖南省,2000,,,,,,,,
440000,广东省,2019,18.68,13.34,12.35,,,17.37,,
440000,广东省,2018,18.64,13.0,12.25,,,17.42,,
440000,广东省,2017,18.55,12.73,12.5,,,17.68,,
440000,广东省,2016,18.6038291908,12.6105366957,13.0182769174,,,17.82,,
440000,广东省,2015,18.5416915631,12.8837472397,13.615400932,,,18.6359227231,,
440000,广东省,2014,18.3089086816,13.5273113091,14.4255768025,,,18.9387445662,,
440000,广东省,2013,18.4658059296234,14.6251531015944,15.2288886125618,,,19.09,,
440000,广东省,2012,18.69,16.18,15.93,,,18.82,,
440000,广东省,2011,19.0092681020509,17.8747089639115,16.0754346811366,22.7807535641548,36.7799309564561,18.8788589709411,18.9090582901132,18.83
440000,广东省,2010,19.7,18.77,16.71,24.08,27.66,18.83,19.05,18.43
440000,广东省,2009,21.2199105450251,19.6309481585994,16.2330513121157,21.4856784444909,32.0050574084199,18.64,18.91,18.15
440000,广东省,2008,22.9586085720869,20.1279314680283,16.4211981317023,19.6111592945938,29.7737784113408,18.68,18.39,19.25
440000,广东省,2007,24.5522474485487,20.2577905108662,16.6689448499202,19.9460391520438,27.6923205272598,17.44,17.53,17.35
440000,广东省,2006,20.28,20.78,17.89,19.42,26.75,18.15,18.1,18.25
440000,广东省,2005,26.4231546416261,20.9156511047626,17.3080890809605,19.1863249462164,23.0167803697183,17.3659585184652,17.8925309980986,16.2885479452055
440000,广东省,2004,26.4730520798916,21.0425622542595,17.4315146687907,17.6877676410352,21.1301266411061,16.24,16.66,15.31
440000,广东省,2003,,,,,,,,
440000,广东省,2002,,,,,,,,
440000,广东省,2001,,,,,,,,
440000,广东省,2000,,,,,,,,
450000,广西壮族自治区,2019,18.53,15.48,17.29,,,19.56,,
450000,广西壮族自治区,2018,18.5,15.48,17.4,,,18.37,,
450000,广西壮族自治区,2017,18.77,15.68,17.41,,,17.78,,
450000,广西壮族自治区,2016,19.4098078676,16.1029596442,17.2182686903,,,17.78,,
450000,广西壮族自治区,2015,19.8278849533,16.495210406,17.0646324877,,,18.1053391932,,
450000,广西壮族自治区,2014,19.8704299368,16.5599422775,17.3342225531,,,17.8655536048,,
450000,广西壮族自治区,2013,19.7737347497333,16.6793009396616,17.5153576317591,,,17.69,,
450000,广西壮族自治区,2012,19.64,16.74,17.86,,,17.8,,
450000,广西壮族自治区,2011,19.5006644836893,16.8415151616799,17.9609928254661,,40.8774578822159,17.452978633828,17.532139362743,17.33
450000,广西壮族自治区,2010,19.53,16.88,17.9,,24.39,17.42,17.29,17.62
450000,广西壮族自治区,2009,19.7786869656572,17.4683569996871,18.1593776384031,,30.0207298847804,17.4,17.08,17.89
450000,广西壮族自治区,2008,20.4001018152466,18.0408668783357,18.5491877588023,,26.9683655536028,17.26,16.96,17.68
450000,广西壮族自治区,2007,20.9641442384763,18.8361407972858,18.9311426062962,,26.2337178084916,16.59,17.33,15.57
450000,广西壮族自治区,2006,13.41,19.69,19.46,,24.51,17.19,16.87,17.7
450000,广西壮族自治区,2005,22.110123640057,19.971322652122,19.848619819002,21.6108813646937,24.3978123200921,17.0008862629247,17.2058003832085,16.7343679202537
450000,广西壮族自治区,2004,23.4638985569396,20.7871390217878,19.9069270021695,19.9327782917052,22.6582519345427,16.06,16.06,16.05
450000,广西壮族自治区,2003,,,,,,,,
450000,广西壮族自治区,2002,,,,,,,,
450000,广西壮族自治区,2001,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,
460000,海南省,2019,16.26,13.67,12.7,,,17.92,,
460000,海南省,2018,16.4,13.44,12.66,,,17.7,,
460000,海南省,2017,16.26,12.85,12.84,,,18.18,,
460000,海南省,2016,16.175152874,12.5081523839,13.2837372948,,,18.62,,
460000,海南省,2015,15.5420083615,12.7887778512,13.6723262456,,,19.3593225218,,
460000,海南省,2014,14.9863207359,13.3339920949,14.4644378892,,,19.2636768694,,
460000,海南省,2013,14.6671620496968,13.7250168203586,15.6454910870325,,,19.1,,
460000,海南省,2012,14.68,14.54,16.12,,,19.34,,
460000,海南省,2011,14.842467479596,15.6308556405354,17.0835276229093,22.7480183562787,54.096018735363,18.7974851091992,18.8991498583097,18.61
460000,海南省,2010,14.99,16.82,16.89,23.04,50.05,18.47,18.6,18.22
460000,海南省,2009,15.9260617170791,18.0064620355412,17.0972801052862,26.0284453163315,45.5853146853147,18.91,18.83,19.05
460000,海南省,2008,17.2385598539313,19.2375974780156,17.5123331070378,19.622591006424,49.3607907742998,19.33,19.56,18.92
460000,海南省,2007,18.7866462890438,20.5011876484561,17.5489632026849,20.2038258575198,50.8510242085661,17.03,16.64,17.61
460000,海南省,2006,22.24,21.56,19.44,11.75,46.04,19.07,18.47,19.9
460000,海南省,2005,20.8848175817226,22.1339853765075,17.9309559939302,10.6570743405276,41.4688832054561,15.8141256502601,18.6459744168548,12.5974358974359
460000,海南省,2004,19.993514009739,21.0818129441137,18.3009985734665,9.69400244798042,33.1644374508261,16.0,18.71,12.43
460000,海南省,2003,,,,,,,,
460000,海南省,2002,,,,,,,,
460000,海南省,2001,,,,,,,,
460000,海南省,2000,,,,,,,,
500000,重庆市,2019,16.02,13.74,15.46,,,18.64,,
500000,重庆市,2018,16.56,13.43,15.46,,,17.64,,
500000,重庆市,2017,16.76,13.0,15.26,,,17.94,,
500000,重庆市,2016,17.0493150017,12.8238550378,15.2132524381,,,17.16,,
500000,重庆市,2015,17.437950495,12.7108767007,15.9165070365,,,17.6021281083,,
500000,重庆市,2014,17.4816517704,12.9377278732,16.8833385449,,,17.3935192976,,
500000,重庆市,2013,17.2661365924794,13.3573810086372,17.5442729057244,,,17.6,,
500000,重庆市,2012,17.04,14.29,18.13,,,17.53,,
500000,重庆市,2011,16.9478685312503,15.5141233364183,18.9495822866156,26.5300195779856,43.3170826833073,17.4338113840749,17.8998549161118,16.33
500000,重庆市,2010,17.23,16.63,19.45,28.57,36.21,17.51,17.95,16.38
500000,重庆市,2009,17.7197939724161,17.3728924409099,19.6717841358455,31.9488437281009,39.7267813267813,17.46,17.8,16.51
500000,重庆市,2008,18.8309597938923,18.2183174594609,19.2308090391582,28.1805078929307,54.0869358669834,17.43,17.73,16.58
500000,重庆市,2007,19.899082875049,18.291282906161,18.6063546833441,29.2660476382721,52.5343811394892,17.66,18.08,16.75
500000,重庆市,2006,22.19,18.78,18.6,22.94,56.53,18.2,17.95,18.77
500000,重庆市,2005,22.8273008764411,18.3756264837774,18.6772716691239,20.9342584805158,41.5272181740249,17.625571887472,18.710019990005,13.8001322168356
500000,重庆市,2004,23.8494039839659,18.4533758748456,18.810196534674,23.0511322132944,37.9348323170732,17.01,18.12,11.72
500000,重庆市,2003,,,,,,,,
500000,重庆市,2002,,,,,,,,
500000,重庆市,2001,,,,,,,,
500000,重庆市,2000,,,,,,,,
510000,四川省,2019,16.45,12.93,13.82,,,19.56,,
510000,四川省,2018,16.84,12.78,13.94,,,19.33,,
510000,四川省,2017,16.98,12.37,14.5,,,19.37,,
510000,四川省,2016,17.4781460914,12.3359719444,15.0413561577,,,17.84,,
510000,四川省,2015,17.5854398021,12.3916673372,15.5892211633,,,17.9502952273,,
510000,四川省,2014,17.4255040028,12.8607593046,16.1760062541,,,18.0095830306,,
510000,四川省,2013,17.2094536007251,13.4073372313917,16.8514850384598,,,18.33,,
510000,四川省,2012,18.39,14.92,17.54,,,18.36,,
510000,四川省,2011,18.9782820744465,16.0902323794135,18.2682316837425,25.9414002668116,35.3904364748401,18.3116628422008,18.4008003408859,18.09
510000,四川省,2010,19.37,16.82,18.21,31.98,33.59,18.05,18.06,18.03
510000,四川省,2009,20.1302034398163,17.5682462955824,18.6218347862183,30.5676318195672,32.0007887323944,18.02,17.9,18.32
510000,四川省,2008,21.0870820021645,18.5997219543225,17.8616560767537,30.1487723284731,33.4412233195285,18.21,18.01,18.7
510000,四川省,2007,22.7513596320746,19.0476840305554,17.9873379292897,27.4022965485012,33.1881903143585,18.11,17.8,18.72
510000,四川省,2006,23.52,18.96,18.68,26.65,31.55,18.21,17.84,19.01
510000,四川省,2005,23.2653550973095,18.6066517257795,19.1218235554082,21.3950322253603,31.2214044506018,18.6002083604636,19.1985899280576,16.7639526669022
510000,四川省,2004,23.9194453464961,19.3356545514744,19.489037364754,20.6051020408163,28.525527831094,17.39,18.65,13.03
510000,四川省,2003,,,,,,,,
510000,四川省,2002,,,,,,,,
510000,四川省,2001,,,,,,,,
510000,四川省,2000,,,,,,,,
520000,贵州省,2019,18.27,13.98,14.57,,,19.34,,
520000,贵州省,2018,17.89,14.1,15.13,,,18.22,,
520000,贵州省,2017,17.92,14.35,15.77,,,17.89,,
520000,贵州省,2016,17.9315112981,14.8816337128,16.2820743896,,,18.02,,
520000,贵州省,2015,17.8961144328,16.0070101959,17.4182355244,,,17.9086952642,,
520000,贵州省,2014,17.9572517501,17.2903705809,18.0016423183,,,17.926781611,,
520000,贵州省,2013,18.4259016444419,18.2325458407387,18.2496593135167,,,18.15,,
520000,贵州省,2012,19.2,18.31,18.59,,,18.19,,
520000,贵州省,2011,20.7382365774706,19.2317739019366,19.0222234491897,28.3500186776242,41.8971291866029,17.4691306173877,17.1202116935484,18.17
520000,贵州省,2010,21.9,19.51,18.75,29.87,31.52,17.27,16.89,18.08
520000,贵州省,2009,22.9365878637877,19.5841744756185,18.5147550377232,33.6511281396339,31.5307724957555,17.32,16.73,18.61
520000,贵州省,2008,23.4867315922089,19.5347636974346,18.5622110685511,32.8464513193813,43.3330376940133,17.26,16.42,18.84
520000,贵州省,2007,24.288305180972,19.7465122349734,18.6776500376377,33.403058438012,41.3777731268313,17.16,16.09,19.44
520000,贵州省,2006,25.13,20.26,18.88,31.32,40.75,18.39,17.04,21.55
520000,贵州省,2005,25.7930683420533,21.1140058568111,19.3148061471254,19.127967806841,32.0288990825688,15.8537799587512,17.6596988087211,12.7414294015108
520000,贵州省,2004,26.5169724491546,21.9404486586494,19.7452419067947,12.9397701149425,26.3759619737438,14.39,16.18,10.99
520000,贵州省,2003,,,,,,,,
520000,贵州省,2002,,,,,,,,
520000,贵州省,2001,,,,,,,,
520000,贵州省,2000,,,,,,,,
530000,云南省,2019,16.69,13.79,14.55,,,21.34,,
530000,云南省,2018,16.62,14.07,14.62,,,20.44,,
530000,云南省,2017,16.51,14.52,14.74,,,19.35,,
530000,云南省,2016,16.5875857756,14.8056372317,14.9573828306,,,18.8,,
530000,云南省,2015,16.8024284475,15.2939818179,15.2029092463,,,19.110784405,,
530000,云南省,2014,16.9428221044,15.4862677263,15.5265082636,,,18.8378295449,,
530000,云南省,2013,17.0305881330901,15.37984,15.5953473617426,,,18.19,,
530000,云南省,2012,17.4,16.18,15.6,,,18.5,,
530000,云南省,2011,18.0647177093006,17.2101520969933,15.3788517526494,26.2377373036523,39.7449248615871,18.4854516697007,18.1226988382484,19.23
530000,云南省,2010,18.32,17.32,15.37,28.35,34.38,17.76,17.77,17.76
530000,云南省,2009,18.9958470730633,17.6486098002373,15.3914367700362,24.0487884385526,29.6325406422142,17.07,17.16,16.89
530000,云南省,2008,19.8874137436892,18.1657185682811,15.5364177856732,23.1882067851373,28.950634696756,16.63,16.83,16.2
530000,云南省,2007,20.3576047710575,18.3422992964014,15.6694574317712,21.0844554689346,29.5693650793651,16.42,16.75,15.66
530000,云南省,2006,20.37,18.32,16.02,18.8,28.29,17.6,17.91,16.94
530000,云南省,2005,20.1256499844916,18.809942862724,16.2316532258065,16.7292050446365,24.7498806682578,16.0707294336984,17.811394891945,12.3364485981308
530000,云南省,2004,20.1237709447456,19.494249545754,16.7394321263359,16.1035100821509,24.0224572823434,15.97,18.45,10.36
530000,云南省,2003,,,,,,,,
530000,云南省,2002,,,,,,,,
530000,云南省,2001,,,,,,,,
530000,云南省,2000,,,,,,,,
540000,西藏自治区,2019,14.72,11.72,11.4,,,15.48,,
540000,西藏自治区,2018,14.54,12.01,10.75,,,14.92,,
540000,西藏自治区,2017,15.43,12.4,11.33,,,15.49,,
540000,西藏自治区,2016,14.3659647126,11.9553722294,11.4136409228,,,15.35,,
540000,西藏自治区,2015,13.991862135,12.0980028824,12.3874759564,,,14.3504428044,,
540000,西藏自治区,2014,14.5626881137,13.0768016833,12.6434249375,,,13.9337444934,,
540000,西藏自治区,2013,15.6524901773389,13.9201986754967,13.715319039008,,,15.69,,
540000,西藏自治区,2012,15.49,14.5,13.07,,,16.17,,
540000,西藏自治区,2011,15.4492320595481,14.9513211270694,13.1477339611536,,32.6823529411765,15.5054671968191,14.0329896907216,19.35
540000,西藏自治区,2010,15.84,15.66,12.84,,32.1,13.99,13.82,14.45
540000,西藏自治区,2009,16.334956652039,16.3138885724052,14.1062109518559,,34.6672661870504,15.82,15.73,16.1
540000,西藏自治区,2008,17.240670094543,17.1470588235294,17.0111882716049,,41.8843813387424,15.92,16.59,14.05
540000,西藏自治区,2007,17.9974737551227,17.9149521687852,18.3922628951747,,40.4434782608696,15.65,16.79,12.47
540000,西藏自治区,2006,20.65,19.49,17.92,,34.02,14.11,15.42,10.67
540000,西藏自治区,2005,22.9548608677367,19.3832719115526,17.3475546305931,,9.29346314325452,14.1106719367589,14.0690021231423,14.6714285714286
540000,西藏自治区,2004,24.0229243203527,19.2418104966538,15.7851239669421,,12.5166163141994,12.51,12.58,11.42
540000,西藏自治区,2003,,,,,,,,
540000,西藏自治区,2002,,,,,,,,
540000,西藏自治区,2001,,,,,,,,
540000,西藏自治区,2000,,,,,,,,
610000,陕西省,2019,16.26,11.24,11.9,,,18.42,,
610000,陕西省,2018,16.18,11.02,12.59,,,17.69,,
610000,陕西省,2017,15.86,10.5,13.21,,,17.99,,
610000,陕西省,2016,15.4751441683,10.3119579294,13.6262462807,,,17.35,,
610000,陕西省,2015,14.9345813553,10.229655884,14.1020883703,,,17.8330731378,,
610000,陕西省,2014,14.2077800648,10.3981758958,14.9505305319,,,18.1741539728,,
610000,陕西省,2013,13.9600899036483,10.8759875118773,15.7926675094817,,,18.07,,
610000,陕西省,2012,14.06,11.68,16.75,,,18.19,,
610000,陕西省,2011,14.8292332072206,12.9843980109846,17.4801060529543,27.8113089659481,37.7155332098439,17.9155080375185,17.6591251012614,18.84
610000,陕西省,2010,14.9,14.1,17.72,29.5,24.72,17.26,17.16,17.6
610000,陕西省,2009,15.2221175414984,15.3939730332089,17.7893913698888,28.7026462395543,27.1191722762403,17.17,16.84,18.31
610000,陕西省,2008,15.8365985251357,16.6104377133179,18.1322214349999,27.9579407806191,42.4427873489329,17.01,16.8,17.74
610000,陕西省,2007,16.70091833388,17.4781012506219,19.3600225089433,28.4532111458799,37.4167071393881,16.39,16.76,15.55
610000,陕西省,2006,17.61,18.33,20.34,25.73,34.43,15.84,16.64,14.04
610000,陕西省,2005,18.2212822271276,18.6033485593206,20.550022675737,25.4629019328405,28.137303932712,15.5918491611901,17.3188992194674,10.8822286563894
610000,陕西省,2004,19.7261860450277,19.3138134177438,20.4509755798257,24.321810240684,19.0765550239234,15.55,17.55,10.93
610000,陕西省,2003,,,,,,,,
610000,陕西省,2002,,,,,,,,
610000,陕西省,2001,,,,,,,,
610000,陕西省,2000,,,,,,,,
620000,甘肃省,2019,13.08,10.88,11.49,,,17.94,,
620000,甘肃省,2018,13.24,10.88,12.01,,,17.4,,
620000,甘肃省,2017,13.07,10.57,12.72,,,17.19,,
620000,甘肃省,2016,12.909009092,10.6377907824,13.3790764183,,,17.28,,
620000,甘肃省,2015,12.8449330103,10.8429230714,14.0596238048,,,17.9426523549,,
620000,甘肃省,2014,12.8304550243,11.444388128,14.9546399762,,,18.1538636001,,
620000,甘肃省,2013,13.2983035879613,12.2817375634277,15.695118792531,,,18.38,,
620000,甘肃省,2012,14.71,13.99,16.43,,,18.99,,
620000,甘肃省,2011,15.572323172285,15.2185835050082,17.0260409918897,17.3168433451119,21.7897488467453,18.7342879225481,19.0876510709585,17.99
620000,甘肃省,2010,16.89,16.64,17.24,25.45,24.07,18.79,19.13,18.04
620000,甘肃省,2009,18.0469685495049,17.5422276926137,17.3018930041152,24.3798131692869,23.8882185168934,18.51,18.56,18.38
620000,甘肃省,2008,19.0253375869167,17.8767842307983,17.4038115077131,24.3175974710221,22.3272841051314,18.22,18.11,18.48
620000,甘肃省,2007,20.7534287526705,18.6662512135604,18.0672179875806,22.6415761555948,22.5541125541126,18.18,18.02,18.48
620000,甘肃省,2006,22.03,19.51,18.81,17.43,21.41,18.01,17.71,18.63
620000,甘肃省,2005,23.202161402007,19.6729108068362,19.4379098431009,13.5190124858116,19.5453446191052,17.4313644782877,18.9312577065351,14.4185758513932
620000,甘肃省,2004,24.5137696640124,19.9012478930715,19.6248330583707,11.7614788312463,17.7413936701832,15.43,16.24,13.1
620000,甘肃省,2003,,,,,,,,
620000,甘肃省,2002,,,,,,,,
620000,甘肃省,2001,,,,,,,,
620000,甘肃省,2000,,,,,,,,
630000,青海省,2019,17.6,13.49,12.64,,,16.54,,
630000,青海省,2018,17.68,13.62,13.03,,,15.75,,
630000,青海省,2017,17.02,12.8,13.62,,,15.64,,
630000,青海省,2016,17.339177522,12.8586358296,13.4824610557,,,15.26,,
630000,青海省,2015,17.1452849428,13.213798661,13.4612188366,,,15.6596121884,,
630000,青海省,2014,18.2786631779,13.8124185562,14.1874218555,,,15.3646036406,,
630000,青海省,2013,17.5961296062875,13.3377131137034,13.6350675337669,,,15.13,,
630000,青海省,2012,19.1,14.06,13.8,,,14.74,,
630000,青海省,2011,19.7654940726725,15.1764945652174,13.8809400155804,12.5866666666667,34.0294882914137,13.9767559373421,13.49306999307,15.28
630000,青海省,2010,19.52,15.32,14.27,76.11,32.06,14.0,13.29,16.12
630000,青海省,2009,19.9020303052922,15.5825235678028,14.3366586858207,16.2888888888889,31.8184982595724,13.48,12.54,16.39
630000,青海省,2008,19.7010396075847,15.1495723371591,14.3898868928809,56.0497512437811,27.135593220339,14.77,13.76,17.93
630000,青海省,2007,19.4571658792074,15.9598518948744,14.7924865831843,29.3507692307692,26.1370629370629,14.54,13.82,16.87
630000,青海省,2006,18.56,16.32,14.8,27.33,17.82,14.13,13.28,17.27
630000,青海省,2005,18.4457748016595,16.8441712338913,15.2961497488967,19.7611111111111,11.8605341246291,13.463213460904,13.6897274633124,12.6269349845201
630000,青海省,2004,18.417145731532,16.6399379203311,15.5980358956993,12.992125984252,9.50152284263959,10.79,11.04,9.94
630000,青海省,2003,,,,,,,,
630000,青海省,2002,,,,,,,,
630000,青海省,2001,,,,,,,,
630000,青海省,2000,,,,,,,,
640000,宁夏回族自治区,2019,17.04,14.46,13.55,,,17.96,,
640000,宁夏回族自治区,2018,16.86,14.19,13.06,,,17.26,,
640000,宁夏回族自治区,2017,16.98,13.84,13.65,,,17.21,,
640000,宁夏回族自治区,2016,17.085326533,13.915704154,14.2865870853,,,17.07,,
640000,宁夏回族自治区,2015,17.2753352873,14.1635086995,15.2597725318,,,16.7999190611,,
640000,宁夏回族自治区,2014,17.6482897143,14.5871593291,15.9152228927,,,17.0072456047,,
640000,宁夏回族自治区,2013,17.7043062761997,14.682031451405,16.514091545073,,,17.3,,
640000,宁夏回族自治区,2012,17.98,15.11,16.17,,,17.43,,
640000,宁夏回族自治区,2011,19.3210091605346,15.8991297888146,15.8098035027766,26.1156787762906,65.1760797342193,18.1892374015163,17.1036165964056,20.4
640000,宁夏回族自治区,2010,19.68,16.5,16.07,32.27,34.23,17.46,16.49,19.59
640000,宁夏回族自治区,2009,20.0748667903969,16.3748014242673,16.4391070593735,32.6789328426863,31.419595314164,17.55,16.46,20.09
640000,宁夏回族自治区,2008,20.9783118584179,17.8394616678683,16.7021302495435,33.4487562189055,43.0569832402235,17.38,16.18,20.13
640000,宁夏回族自治区,2007,21.229951222468,17.6108530921535,17.6338449531738,27.6860986547085,47.2834645669291,16.98,15.81,19.08
640000,宁夏回族自治区,2006,21.05,18.51,17.43,23.07,45.02,17.27,16.44,18.84
640000,宁夏回族自治区,2005,20.5333827014218,18.434295701709,17.9733562526859,22.3956931359354,54.0553797468354,13.010752688172,14.0074543421543,11.3341692789969
640000,宁夏回族自治区,2004,19.9905023154293,17.6350119594027,18.0497093912511,19.7879656160458,36.9842519685039,12.42,15.36,8.27
640000,宁夏回族自治区,2003,,,,,,,,
640000,宁夏回族自治区,2002,,,,,,,,
640000,宁夏回族自治区,2001,,,,,,,,
640000,宁夏回族自治区,2000,,,,,,,,
650000,新疆维吾尔自治区,2019,15.57,10.96,11.94,,,19.62,,
650000,新疆维吾尔自治区,2018,15.3,10.75,12.29,,,19.01,,
650000,新疆维吾尔自治区,2017,14.91,10.49,12.75,,,18.18,,
650000,新疆维吾尔自治区,2016,14.7507086991,10.5388139686,13.0995347251,,,17.4,,
650000,新疆维吾尔自治区,2015,14.1529077759,10.5820476041,12.807958433,,,18.2188496095,,
650000,新疆维吾尔自治区,2014,13.3934457871,10.4685647999,12.2541821069,,,17.719756081,,
650000,新疆维吾尔自治区,2013,13.4774297280184,10.6663995633441,12.7795545402627,,,17.35,,
650000,新疆维吾尔自治区,2012,13.96,10.98,13.61,,,16.87,,
650000,新疆维吾尔自治区,2011,14.1990575668358,11.4562955315979,13.8436240322477,26.9330376940133,22.4212205270458,16.6531712527338,15.9957983193277,17.72
650000,新疆维吾尔自治区,2010,14.45,11.98,13.86,22.75,17.62,16.63,16.17,17.4
650000,新疆维吾尔自治区,2009,14.7016676225021,12.6190692534381,14.187436228828,22.5055532702592,17.0545514295104,16.25,16.15,16.42
650000,新疆维吾尔自治区,2008,15.1509747961174,13.3116108708153,14.571115364538,16.0908739365816,28.0087344359784,16.4,16.41,16.37
650000,新疆维吾尔自治区,2007,15.4078098573631,13.899977573447,14.7819806936003,14.1764180437695,25.4208535926526,16.42,16.95,15.5
650000,新疆维吾尔自治区,2006,15.57,14.6,15.0,9.06,24.92,16.69,16.74,16.59
650000,新疆维吾尔自治区,2005,15.9075819185563,15.5825099006687,15.4161730211108,11.5208333333333,17.3731223713198,14.6883999113933,16.2885199652778,11.2803327940837
650000,新疆维吾尔自治区,2004,16.4407886447022,16.6904775124931,15.7458459380069,9.72381985892567,12.982162358937,13.84,15.26,10.04
650000,新疆维吾尔自治区,2003,,,,,,,,
650000,新疆维吾尔自治区,2002,,,,,,,,
650000,新疆维吾尔自治区,2001,,,,,,,,
650000,新疆维吾尔自治区,2000,,,,,,,,
